ticker,official_truth,last_timestamp,last_remaining_min,last_distance,last_proxy_side,final60_n,final60_mean_distance,final60_proxy_side,final90_n,final90_mean_distance,final90_proxy_side,final120_n,final120_mean_distance,final120_proxy_side,last_proxy_correct,final60_proxy_correct,final90_proxy_correct,final120_proxy_correct,abs_last_distance,distance_bucket,near_strike_proxy_risk,proxy_disagrees_with_official
KXBTC15M-26AUG241600-00,DOWN,2026-08-24 19:59:04.138205+00:00,0.9310299166666668,-92.86999999999534,DOWN,1,-92.86999999999534,DOWN,1,-92.86999999999534,DOWN,2,-109.96999999999389,DOWN,True,True,True,True,92.86999999999534,$50-$100,True,False
KXBTC15M-26AUG241615-15,DOWN,2026-08-24 20:14:45.865755+00:00,0.23557075,-79.53000000001339,DOWN,1,-79.53000000001339,DOWN,2,-89.63000000001193,DOWN,2,-89.63000000001193,DOWN,True,True,True,True,79.53000000001339,$50-$100,True,False
KXBTC15M-26AUG241630-30,UP,2026-08-24 20:29:59.835540+00:00,0.002741,29.979999999995925,UP,2,21.294999999998254,UP,2,21.294999999998254,UP,3,18.103333333332557,UP,True,True,True,True,29.979999999995925,$25-$50,True,False
KXBTC15M-26AUG241645-45,UP,2026-08-24 20:44:16.987569+00:00,0.71687385,243.27999999999884,UP,1,243.27999999999884,UP,1,243.27999999999884,UP,2,255.17499999999563,UP,True,True,True,True,243.27999999999884,$200-$500,False,False
KXBTC15M-26AUG241700-00,UP,2026-08-24 20:59:58.932701+00:00,0.0177883166666666,1.6299999999901047,UP,2,13.289999999993597,UP,2,13.289999999993597,UP,3,12.166666666661817,UP,True,True,True,True,1.6299999999901047,$0-$25,True,False
KXBTC15M-26AUG241715-15,UP,2026-08-24 21:14:13.411590+00:00,0.7764735,80.55999999999767,UP,1,80.55999999999767,UP,1,80.55999999999767,UP,2,97.95499999999447,UP,True,True,True,True,80.55999999999767,$50-$100,True,False
KXBTC15M-26AUG241730-30,DOWN,2026-08-24 21:29:53.313516+00:00,0.1114414,-97.47000000000116,DOWN,1,-97.47000000000116,DOWN,2,-100.06999999999971,DOWN,2,-100.06999999999971,DOWN,True,True,True,True,97.47000000000116,$50-$100,True,False
KXBTC15M-26AUG241745-45,UP,2026-08-24 21:44:07.231468+00:00,0.8794755333333334,52.98999999999069,UP,1,52.98999999999069,UP,1,52.98999999999069,UP,2,75.7349999999933,UP,True,True,True,True,52.98999999999069,$50-$100,True,False
KXBTC15M-26AUG241800-00,UP,2026-08-24 21:59:53.216108+00:00,0.1130648666666666,3.9799999999959255,UP,1,3.9799999999959255,UP,2,6.8699999999953425,UP,2,6.8699999999953425,UP,True,True,True,True,3.9799999999959255,$0-$25,True,False
KXBTC15M-26AUG241815-15,DOWN,2026-08-24 22:14:31.085809+00:00,0.4819031833333333,-104.8700000000099,DOWN,1,-104.8700000000099,DOWN,2,-121.53500000001077,DOWN,2,-121.53500000001077,DOWN,True,True,True,True,104.8700000000099,$100-$200,False,False
KXBTC15M-26AUG241830-30,DOWN,2026-08-24 22:29:45.682378+00:00,0.2386270333333333,-89.23999999999069,DOWN,1,-89.23999999999069,DOWN,2,-94.03499999998894,DOWN,2,-94.03499999998894,DOWN,True,True,True,True,89.23999999999069,$50-$100,True,False
KXBTC15M-26AUG241845-45,UP,2026-08-24 22:44:57.845815+00:00,0.0359030833333333,-1.5500000000029104,DOWN,2,6.540000000000873,UP,2,6.540000000000873,UP,3,-2.9599999999967017,DOWN,False,True,True,False,1.5500000000029104,$0-$25,True,True
KXBTC15M-26AUG241900-00,DOWN,2026-08-24 22:59:12.667141+00:00,0.7888809833333333,-51.13999999999942,DOWN,1,-51.13999999999942,DOWN,1,-51.13999999999942,DOWN,2,-50.05000000000291,DOWN,True,True,True,True,51.13999999999942,$50-$100,True,False
KXBTC15M-26AUG241915-15,DOWN,2026-08-24 23:14:56.752123+00:00,0.0541312833333333,-5.029999999998836,DOWN,1,-5.029999999998836,DOWN,2,-5.379999999997381,DOWN,3,22.796666666671324,UP,True,True,True,False,5.029999999998836,$0-$25,True,False
KXBTC15M-26AUG241930-30,UP,2026-08-24 23:29:10.485015+00:00,0.82524975,166.75999999999476,UP,1,166.75999999999476,UP,1,166.75999999999476,UP,2,169.37499999999272,UP,True,True,True,True,166.75999999999476,$100-$200,False,False
KXBTC15M-26AUG241945-45,UP,2026-08-24 23:44:49.332841+00:00,0.1777859833333333,54.179999999993015,UP,1,54.179999999993015,UP,2,64.46499999999651,UP,2,64.46499999999651,UP,True,True,True,True,54.179999999993015,$50-$100,True,False
KXBTC15M-26AUG242000-00,UP,2026-08-24 23:59:59.767310+00:00,0.0038781666666666,30.20999999999185,UP,2,21.994999999995343,UP,2,21.994999999995343,UP,3,-3.470000000006015,DOWN,True,True,True,False,30.20999999999185,$25-$50,True,False
KXBTC15M-26AUG242015-15,DOWN,2026-08-25 00:14:14.528468+00:00,0.7578588666666667,-37.76000000000931,DOWN,1,-37.76000000000931,DOWN,1,-37.76000000000931,DOWN,2,2.7049999999944703,UP,True,True,True,False,37.76000000000931,$25-$50,True,False
KXBTC15M-26AUG242030-30,DOWN,2026-08-25 00:29:57.055367+00:00,0.0490772166666666,-157.33000000000175,DOWN,2,-169.85000000000582,DOWN,2,-169.85000000000582,DOWN,3,-164.5133333333409,DOWN,True,True,True,True,157.33000000000175,$100-$200,False,False
KXBTC15M-26AUG242045-45,UP,2026-08-25 00:44:12.063780+00:00,0.798937,523.8699999999953,UP,1,523.8699999999953,UP,1,523.8699999999953,UP,2,377.8399999999965,UP,True,True,True,True,523.8699999999953,$500+,False,False
KXBTC15M-26AUG242100-00,UP,2026-08-25 00:59:53.656606+00:00,0.1057232333333333,414.08000000000175,UP,1,414.08000000000175,UP,2,448.09500000000116,UP,2,448.09500000000116,UP,True,True,True,True,414.08000000000175,$200-$500,False,False
KXBTC15M-26AUG242115-15,DOWN,2026-08-25 01:12:16.777013+00:00,2.7203831166666665,-58.81999999999243,DOWN,0,,,0,,,0,,,True,False,False,False,58.81999999999243,$50-$100,True,False
KXBTC15M-26AUG242300-00,DOWN,2026-08-25 02:59:43.040839+00:00,0.2826526833333334,-222.32000000000696,DOWN,1,-222.32000000000696,DOWN,2,-215.32000000000696,DOWN,2,-215.32000000000696,DOWN,True,True,True,True,222.32000000000696,$200-$500,False,False
KXBTC15M-26AUG242315-15,UP,2026-08-25 03:14:15.191960+00:00,0.7468006666666667,168.33000000000175,UP,1,168.33000000000175,UP,1,168.33000000000175,UP,2,160.94000000000233,UP,True,True,True,True,168.33000000000175,$100-$200,False,False
KXBTC15M-26AUG242330-30,DOWN,2026-08-25 03:23:57.926914+00:00,6.034551433333333,-44.36999999999534,DOWN,0,,,0,,,0,,,True,False,False,False,44.36999999999534,$25-$50,True,False
KXBTC15M-26AUG250015-15,UP,2026-08-25 04:14:28.921080+00:00,0.517982,-5.150000000008731,DOWN,1,-5.150000000008731,DOWN,2,-6.540000000008149,DOWN,2,-6.540000000008149,DOWN,False,False,False,False,5.150000000008731,$0-$25,True,True
KXBTC15M-26AUG250030-30,DOWN,2026-08-25 04:29:10.010774+00:00,0.8331537666666667,-189.4700000000012,DOWN,1,-189.4700000000012,DOWN,1,-189.4700000000012,DOWN,2,-213.94999999999712,DOWN,True,True,True,True,189.4700000000012,$100-$200,False,False
KXBTC15M-26AUG250045-45,DOWN,2026-08-25 04:44:25.135463+00:00,0.5810756166666666,-49.88999999999942,DOWN,1,-49.88999999999942,DOWN,2,-44.25,DOWN,2,-44.25,DOWN,True,True,True,True,49.88999999999942,$25-$50,True,False
KXBTC15M-26AUG250100-00,UP,2026-08-25 04:59:36.483807+00:00,0.39193655,88.10000000000582,UP,1,88.10000000000582,UP,2,67.91500000000087,UP,2,67.91500000000087,UP,True,True,True,True,88.10000000000582,$50-$100,True,False
KXBTC15M-26AUG250115-15,UP,2026-08-25 05:14:09.187805+00:00,0.8468699166666667,205.99000000000524,UP,1,205.99000000000524,UP,1,205.99000000000524,UP,2,221.1750000000029,UP,True,True,True,True,205.99000000000524,$200-$500,False,False
KXBTC15M-26AUG250130-30,UP,2026-08-25 05:29:13.145880+00:00,0.780902,92.77000000000407,UP,1,92.77000000000407,UP,1,92.77000000000407,UP,2,111.81000000000495,UP,True,True,True,True,92.77000000000407,$50-$100,True,False
KXBTC15M-26AUG250145-45,UP,2026-08-25 05:44:17.456823+00:00,0.70905295,63.52999999999884,UP,1,63.52999999999884,UP,1,63.52999999999884,UP,2,83.14999999999418,UP,True,True,True,True,63.52999999999884,$50-$100,True,False
KXBTC15M-26AUG250200-00,UP,2026-08-25 05:59:28.013975+00:00,0.5331004166666667,-2.529999999998836,DOWN,1,-2.529999999998836,DOWN,2,13.255000000004657,UP,2,13.255000000004657,UP,False,False,True,True,2.529999999998836,$0-$25,True,True
KXBTC15M-26AUG250215-15,UP,2026-08-25 06:14:35.583985+00:00,0.4069335833333333,27.5399999999936,UP,1,27.5399999999936,UP,2,18.299999999995634,UP,2,18.299999999995634,UP,True,True,True,True,27.5399999999936,$25-$50,True,False
KXBTC15M-26AUG250230-30,DOWN,2026-08-25 06:29:09.087288+00:00,0.8485452,-3.1699999999982538,DOWN,1,-3.1699999999982538,DOWN,1,-3.1699999999982538,DOWN,2,10.240000000005239,UP,True,True,True,False,3.1699999999982538,$0-$25,True,False
KXBTC15M-26AUG250245-45,DOWN,2026-08-25 06:44:12.883262+00:00,0.7852789666666666,-249.70999999999185,DOWN,1,-249.70999999999185,DOWN,1,-249.70999999999185,DOWN,2,-233.41999999999825,DOWN,True,True,True,True,249.70999999999185,$200-$500,False,False
KXBTC15M-26AUG250300-00,UP,2026-08-25 06:59:16.746244+00:00,0.7208959333333333,9.400000000008731,UP,1,9.400000000008731,UP,1,9.400000000008731,UP,2,-22.144999999989523,DOWN,True,True,True,False,9.400000000008731,$0-$25,True,False
KXBTC15M-26AUG250315-15,UP,2026-08-25 07:14:19.127468+00:00,0.6812088666666667,184.20999999999185,UP,1,184.20999999999185,UP,1,184.20999999999185,UP,2,190.54999999999563,UP,True,True,True,True,184.20999999999185,$100-$200,False,False
KXBTC15M-26AUG250330-30,DOWN,2026-08-25 07:29:22.333024+00:00,0.6277829333333333,-42.0399999999936,DOWN,1,-42.0399999999936,DOWN,1,-42.0399999999936,DOWN,2,-51.75499999999738,DOWN,True,True,True,True,42.0399999999936,$25-$50,True,False
KXBTC15M-26AUG250345-45,DOWN,2026-08-25 07:44:29.146739+00:00,0.5142210166666666,-197.52999999999884,DOWN,1,-197.52999999999884,DOWN,2,-177.85499999999593,DOWN,2,-177.85499999999593,DOWN,True,True,True,True,197.52999999999884,$100-$200,False,False
KXBTC15M-26AUG250400-00,DOWN,2026-08-25 07:59:57.515093+00:00,0.0414151166666666,-772.3500000000058,DOWN,2,-780.6050000000032,DOWN,2,-780.6050000000032,DOWN,3,-779.1866666666707,DOWN,True,True,True,True,772.3500000000058,$500+,False,False
KXBTC15M-26AUG250415-15,UP,2026-08-25 08:14:13.170704+00:00,0.7804882666666667,180.86000000000055,UP,1,180.86000000000055,UP,1,180.86000000000055,UP,2,184.9100000000035,UP,True,True,True,True,180.86000000000055,$100-$200,False,False
KXBTC15M-26AUG250430-30,UP,2026-08-25 08:29:08.632841+00:00,0.8561193166666666,275.8899999999994,UP,1,275.8899999999994,UP,1,275.8899999999994,UP,2,270.2099999999991,UP,True,True,True,True,275.8899999999994,$200-$500,False,False
KXBTC15M-26AUG250445-45,DOWN,2026-08-25 08:44:30.092167+00:00,0.4984638833333333,-135.50999999999476,DOWN,1,-135.50999999999476,DOWN,2,-157.29999999999563,DOWN,2,-157.29999999999563,DOWN,True,True,True,True,135.50999999999476,$100-$200,False,False
KXBTC15M-26AUG250500-00,DOWN,2026-08-25 08:59:11.268084+00:00,0.8121986,-183.2100000000064,DOWN,1,-183.2100000000064,DOWN,1,-183.2100000000064,DOWN,2,-182.87000000000262,DOWN,True,True,True,True,183.2100000000064,$100-$200,False,False
KXBTC15M-26AUG250515-15,DOWN,2026-08-25 09:14:44.666890+00:00,0.2555518333333333,-47.35000000000582,DOWN,1,-47.35000000000582,DOWN,2,-37.84000000000378,DOWN,2,-37.84000000000378,DOWN,True,True,True,True,47.35000000000582,$25-$50,True,False
KXBTC15M-26AUG250530-30,DOWN,2026-08-25 09:29:47.166276+00:00,0.2138954,-87.16999999999825,DOWN,1,-87.16999999999825,DOWN,2,-108.67500000000291,DOWN,3,-104.7366666666688,DOWN,True,True,True,True,87.16999999999825,$50-$100,True,False
KXBTC15M-26AUG250545-45,DOWN,2026-08-25 09:44:48.866325+00:00,0.18556125,-18.369999999995343,DOWN,1,-18.369999999995343,DOWN,2,-23.720000000001164,DOWN,3,-2.8733333333366318,DOWN,True,True,True,True,18.369999999995343,$0-$25,True,False
KXBTC15M-26AUG250600-00,DOWN,2026-08-25 09:59:51.202220+00:00,0.1466296666666666,-600.7899999999936,DOWN,1,-600.7899999999936,DOWN,2,-626.25,DOWN,3,-666.1133333333322,DOWN,True,True,True,True,600.7899999999936,$500+,False,False
KXBTC15M-26AUG250615-15,UP,2026-08-25 10:14:53.201048+00:00,0.1133158666666666,124.63999999999942,UP,1,124.63999999999942,UP,2,108.16500000000087,UP,3,113.24333333333682,UP,True,True,True,True,124.63999999999942,$100-$200,False,False
KXBTC15M-26AUG250630-30,DOWN,2026-08-25 10:29:54.863986+00:00,0.0856002333333333,-19.96999999998661,DOWN,2,-22.879999999990105,DOWN,2,-22.879999999990105,DOWN,3,-14.769999999989523,DOWN,True,True,True,True,19.96999999998661,$0-$25,True,False
KXBTC15M-26AUG250645-45,UP,2026-08-25 10:44:56.833462+00:00,0.0527756333333333,32.77999999999884,UP,2,23.345000000001168,UP,2,23.345000000001168,UP,3,25.126666666668218,UP,True,True,True,True,32.77999999999884,$25-$50,True,False
KXBTC15M-26AUG250700-00,UP,2026-08-25 10:59:59.098073+00:00,0.0150321166666666,-1.4199999999982538,DOWN,2,13.80000000000291,UP,2,13.80000000000291,UP,3,28.75333333333644,UP,False,True,True,True,1.4199999999982538,$0-$25,True,True
KXBTC15M-26AUG250715-15,DOWN,2026-08-25 11:14:39.741697+00:00,0.3376383833333333,-183.6999999999971,DOWN,1,-183.6999999999971,DOWN,2,-195.9300000000003,DOWN,2,-195.9300000000003,DOWN,True,True,True,True,183.6999999999971,$100-$200,False,False
KXBTC15M-26AUG250730-30,UP,2026-08-25 11:29:41.785402+00:00,0.3035766333333333,138.1999999999971,UP,1,138.1999999999971,UP,2,141.51000000000204,UP,2,141.51000000000204,UP,True,True,True,True,138.1999999999971,$100-$200,False,False
KXBTC15M-26AUG250745-45,DOWN,2026-08-25 11:44:21.669885+00:00,0.63883525,-51.19999999999709,DOWN,1,-51.19999999999709,DOWN,1,-51.19999999999709,DOWN,2,-35.150000000001455,DOWN,True,True,True,True,51.19999999999709,$50-$100,True,False
KXBTC15M-26AUG250800-00,DOWN,2026-08-25 11:59:55.273555+00:00,0.0787740833333333,-76.34000000001106,DOWN,2,-56.86500000000524,DOWN,2,-56.86500000000524,DOWN,3,-47.290000000003296,DOWN,True,True,True,True,76.34000000001106,$50-$100,True,False
KXBTC15M-26AUG250815-15,DOWN,2026-08-25 12:14:36.260496+00:00,0.3956584,-69.33000000000175,DOWN,1,-69.33000000000175,DOWN,2,-97.03500000000349,DOWN,2,-97.03500000000349,DOWN,True,True,True,True,69.33000000000175,$50-$100,True,False
KXBTC15M-26AUG250830-30,DOWN,2026-08-25 12:16:22.106951+00:00,13.631550816666667,-6.399999999994179,DOWN,0,,,0,,,0,,,True,False,False,False,6.399999999994179,$0-$25,True,False
KXBTC15M-26AUG250900-00,UP,2026-08-25 12:59:57.803894+00:00,0.0366017666666666,64.88000000000466,UP,2,45.78000000000611,UP,2,45.78000000000611,UP,3,63.593333333337796,UP,True,True,True,True,64.88000000000466,$50-$100,True,False
KXBTC15M-26AUG250915-15,DOWN,2026-08-25 13:14:08.040677+00:00,0.8659887166666667,-103.30000000000292,DOWN,1,-103.30000000000292,DOWN,1,-103.30000000000292,DOWN,2,-138.0350000000035,DOWN,True,True,True,True,103.30000000000292,$100-$200,False,False
KXBTC15M-26AUG250930-30,DOWN,2026-08-25 13:29:22.452396+00:00,0.6257933999999999,-188.9700000000012,DOWN,1,-188.9700000000012,DOWN,1,-188.9700000000012,DOWN,2,-200.45500000000177,DOWN,True,True,True,True,188.9700000000012,$100-$200,False,False
KXBTC15M-26AUG250945-45,UP,2026-08-25 13:44:58.243133+00:00,0.0292811166666666,-49.06999999999243,DOWN,2,-10.784999999996217,DOWN,2,-10.784999999996217,DOWN,3,52.13666666667268,UP,False,False,False,True,49.06999999999243,$25-$50,True,True
KXBTC15M-26AUG251000-00,DOWN,2026-08-25 13:59:09.844361+00:00,0.8359273166666666,-104.54000000000816,DOWN,1,-104.54000000000816,DOWN,1,-104.54000000000816,DOWN,2,-134.0650000000096,DOWN,True,True,True,True,104.54000000000816,$100-$200,False,False
KXBTC15M-26AUG251015-15,UP,2026-08-25 14:14:45.519965+00:00,0.2413339166666666,411.4499999999971,UP,1,411.4499999999971,UP,2,405.9599999999991,UP,2,405.9599999999991,UP,True,True,True,True,411.4499999999971,$200-$500,False,False
KXBTC15M-26AUG251030-30,UP,2026-08-25 14:29:49.830946+00:00,0.1694842333333333,233.4499999999971,UP,1,233.4499999999971,UP,2,197.69499999999243,UP,3,197.09999999999127,UP,True,True,True,True,233.4499999999971,$200-$500,False,False
KXBTC15M-26AUG251045-45,DOWN,2026-08-25 14:44:32.667188+00:00,0.4555468666666666,-61.88000000000466,DOWN,1,-61.88000000000466,DOWN,2,-115.45000000000437,DOWN,2,-115.45000000000437,DOWN,True,True,True,True,61.88000000000466,$50-$100,True,False
KXBTC15M-26AUG251100-00,UP,2026-08-25 14:59:16.419906+00:00,0.7263349,6.94999999999709,UP,1,6.94999999999709,UP,1,6.94999999999709,UP,2,39.43000000000029,UP,True,True,True,True,6.94999999999709,$0-$25,True,False
KXBTC15M-26AUG251115-15,DOWN,2026-08-25 15:14:50.847986+00:00,0.1525335666666666,-83.69999999999709,DOWN,1,-83.69999999999709,DOWN,2,-108.58499999999913,DOWN,3,-104.07333333333372,DOWN,True,True,True,True,83.69999999999709,$50-$100,True,False
KXBTC15M-26AUG251130-30,UP,2026-08-25 15:29:55.633184+00:00,0.0727802666666666,118.09999999999128,UP,2,97.42499999999563,UP,2,97.42499999999563,UP,3,70.63999999999457,UP,True,True,True,True,118.09999999999128,$100-$200,False,False
KXBTC15M-26AUG251145-45,UP,2026-08-25 15:44:07.220017+00:00,0.8796663833333334,136.16999999999825,UP,1,136.16999999999825,UP,1,136.16999999999825,UP,2,125.94999999999709,UP,True,True,True,True,136.16999999999825,$100-$200,False,False
KXBTC15M-26AUG251200-00,UP,2026-08-25 15:48:14.646367+00:00,11.755893883333332,-69.52000000000407,DOWN,0,,,0,,,0,,,False,False,False,False,69.52000000000407,$50-$100,True,True
KXBTC15M-26AUG251415-15,UP,2026-08-25 18:14:22.583387+00:00,0.6236102166666666,70.66000000000349,UP,1,70.66000000000349,UP,1,70.66000000000349,UP,2,65.20500000000175,UP,True,True,True,True,70.66000000000349,$50-$100,True,False
KXBTC15M-26AUG251430-30,DOWN,2026-08-25 18:29:55.000023+00:00,0.08333295,-46.51999999998952,DOWN,2,-46.0399999999936,DOWN,2,-46.0399999999936,DOWN,3,-47.716666666659876,DOWN,True,True,True,True,46.51999999998952,$25-$50,True,False
KXBTC15M-26AUG251445-45,DOWN,2026-08-25 18:44:08.906958+00:00,0.8515507,-107.51000000000931,DOWN,1,-107.51000000000931,DOWN,1,-107.51000000000931,DOWN,2,-117.48000000001048,DOWN,True,True,True,True,107.51000000000931,$100-$200,False,False
KXBTC15M-26AUG251500-00,DOWN,2026-08-25 18:59:12.093459+00:00,0.79844235,-41.2100000000064,DOWN,1,-41.2100000000064,DOWN,1,-41.2100000000064,DOWN,2,-55.78500000000349,DOWN,True,True,True,True,41.2100000000064,$25-$50,True,False
KXBTC15M-26AUG251515-15,UP,2026-08-25 19:14:35.932075+00:00,0.4011320833333333,28.30999999999767,UP,1,28.30999999999767,UP,2,14.459999999999127,UP,2,14.459999999999127,UP,True,True,True,True,28.30999999999767,$25-$50,True,False
KXBTC15M-26AUG251530-30,DOWN,2026-08-25 19:29:06.548533+00:00,0.8908577833333333,-222.11999999999531,DOWN,1,-222.11999999999531,DOWN,1,-222.11999999999531,DOWN,2,-217.75499999999738,DOWN,True,True,True,True,222.11999999999531,$200-$500,False,False
KXBTC15M-26AUG251545-45,DOWN,2026-08-25 19:44:09.925492+00:00,0.8345751333333333,-176.91999999999825,DOWN,1,-176.91999999999825,DOWN,1,-176.91999999999825,DOWN,2,-154.86999999999534,DOWN,True,True,True,True,176.91999999999825,$100-$200,False,False
KXBTC15M-26AUG251600-00,UP,2026-08-25 19:59:11.828354+00:00,0.8028607666666667,202.8799999999901,UP,1,202.8799999999901,UP,1,202.8799999999901,UP,2,188.86999999999534,UP,True,True,True,True,202.8799999999901,$200-$500,False,False
KXBTC15M-26AUG251615-15,DOWN,2026-08-25 20:14:14.892792+00:00,0.7517868,-89.55999999999767,DOWN,1,-89.55999999999767,DOWN,1,-89.55999999999767,DOWN,2,-102.20500000000175,DOWN,True,True,True,True,89.55999999999767,$50-$100,True,False
KXBTC15M-26AUG251630-30,DOWN,2026-08-25 20:29:41.496484+00:00,0.3083919333333333,-91.05999999999769,DOWN,1,-91.05999999999769,DOWN,2,-86.95500000000175,DOWN,2,-86.95500000000175,DOWN,True,True,True,True,91.05999999999769,$50-$100,True,False
KXBTC15M-26AUG251645-45,DOWN,2026-08-25 20:44:13.330429+00:00,0.7778261833333333,-242.0099999999948,DOWN,1,-242.0099999999948,DOWN,1,-242.0099999999948,DOWN,2,-276.7899999999936,DOWN,True,True,True,True,242.0099999999948,$200-$500,False,False
KXBTC15M-26AUG251700-00,DOWN,2026-08-25 20:59:19.574365+00:00,0.6737605833333333,-275.0400000000081,DOWN,1,-275.0400000000081,DOWN,1,-275.0400000000081,DOWN,2,-279.5100000000093,DOWN,True,True,True,True,275.0400000000081,$200-$500,False,False
KXBTC15M-26AUG251715-15,UP,2026-08-25 21:14:25.224136+00:00,0.5795977333333333,65.22000000000116,UP,1,65.22000000000116,UP,2,52.25,UP,2,52.25,UP,True,True,True,True,65.22000000000116,$50-$100,True,False
KXBTC15M-26AUG251730-30,UP,2026-08-25 21:29:25.031108+00:00,0.5828148666666666,169.38000000000466,UP,1,169.38000000000466,UP,2,141.37000000000262,UP,2,141.37000000000262,UP,True,True,True,True,169.38000000000466,$100-$200,False,False
KXBTC15M-26AUG251745-45,UP,2026-08-25 21:44:48.747956+00:00,0.1875340666666666,114.7199999999866,UP,1,114.7199999999866,UP,2,126.37499999999272,UP,3,138.286666666662,UP,True,True,True,True,114.7199999999866,$100-$200,False,False
KXBTC15M-26AUG251800-00,UP,2026-08-25 21:59:19.217410+00:00,0.6797098333333333,29.5399999999936,UP,1,29.5399999999936,UP,1,29.5399999999936,UP,2,36.84499999999389,UP,True,True,True,True,29.5399999999936,$25-$50,True,False
KXBTC15M-26AUG251815-15,UP,2026-08-25 22:14:47.765930+00:00,0.2039011666666666,305.2299999999959,UP,1,305.2299999999959,UP,2,329.8600000000006,UP,2,329.8600000000006,UP,True,True,True,True,305.2299999999959,$200-$500,False,False
KXBTC15M-26AUG251830-30,DOWN,2026-08-25 22:29:58.446940+00:00,0.0258843333333333,-262.3600000000006,DOWN,2,-286.8949999999968,DOWN,2,-286.8949999999968,DOWN,3,-274.48666666666395,DOWN,True,True,True,True,262.3600000000006,$200-$500,False,False
KXBTC15M-26AUG251845-45,UP,2026-08-25 22:44:59.263691+00:00,0.0122718166666666,164.69000000000233,UP,2,159.37999999999738,UP,2,159.37999999999738,UP,3,172.66999999999825,UP,True,True,True,True,164.69000000000233,$100-$200,False,False
KXBTC15M-26AUG251900-00,UP,2026-08-25 22:59:07.063470+00:00,0.8822755,121.77999999999884,UP,1,121.77999999999884,UP,1,121.77999999999884,UP,2,126.29000000000087,UP,True,True,True,True,121.77999999999884,$100-$200,False,False
KXBTC15M-26AUG251915-15,UP,2026-08-25 23:14:20.166226+00:00,0.6638962333333333,53.36000000000058,UP,1,53.36000000000058,UP,1,53.36000000000058,UP,2,39.325000000004366,UP,True,True,True,True,53.36000000000058,$50-$100,True,False
KXBTC15M-26AUG251930-30,DOWN,2026-08-25 23:29:52.253358+00:00,0.1291107,-213.6600000000035,DOWN,1,-213.6600000000035,DOWN,2,-228.61000000000058,DOWN,3,-253.07666666667015,DOWN,True,True,True,True,213.6600000000035,$200-$500,False,False
KXBTC15M-26AUG251945-45,DOWN,2026-08-25 23:44:52.247089+00:00,0.1292151833333333,-147.86000000000058,DOWN,1,-147.86000000000058,DOWN,2,-156.8000000000029,DOWN,3,-161.74000000000038,DOWN,True,True,True,True,147.86000000000058,$100-$200,False,False
KXBTC15M-26AUG252000-00,DOWN,2026-08-25 23:59:55.066819+00:00,0.0822196833333333,-61.77999999999884,DOWN,2,-55.700000000004366,DOWN,2,-55.700000000004366,DOWN,3,-40.860000000005435,DOWN,True,True,True,True,61.77999999999884,$50-$100,True,False
KXBTC15M-26AUG252015-15,DOWN,2026-08-26 00:14:55.874164+00:00,0.0687639333333333,-161.11000000000058,DOWN,2,-148.91500000000087,DOWN,2,-148.91500000000087,DOWN,3,-136.14999999999904,DOWN,True,True,True,True,161.11000000000058,$100-$200,False,False
KXBTC15M-26AUG252030-30,UP,2026-08-26 00:29:56.538252+00:00,0.0576958,215.36999999999531,UP,2,197.40499999999884,UP,2,197.40499999999884,UP,3,194.1866666666659,UP,True,True,True,True,215.36999999999531,$200-$500,False,False
KXBTC15M-26AUG252045-45,DOWN,2026-08-26 00:44:56.052764+00:00,0.0657872666666666,-172.38999999999942,DOWN,2,-174.77499999999418,DOWN,2,-174.77499999999418,DOWN,3,-155.16666666666183,DOWN,True,True,True,True,172.38999999999942,$100-$200,False,False
KXBTC15M-26AUG252100-00,UP,2026-08-26 00:59:54.881084+00:00,0.0853152666666666,248.14999999999415,UP,2,263.95499999999447,UP,2,263.95499999999447,UP,3,267.94999999999226,UP,True,True,True,True,248.14999999999415,$200-$500,False,False
KXBTC15M-26AUG252115-15,UP,2026-08-26 01:14:52.730576+00:00,0.1211570666666666,106.38999999999942,UP,1,106.38999999999942,UP,2,106.3949999999968,UP,3,116.40333333333062,UP,True,True,True,True,106.38999999999942,$100-$200,False,False
KXBTC15M-26AUG252130-30,DOWN,2026-08-26 01:29:50.945212+00:00,0.1509131333333333,-23.41000000000349,DOWN,1,-23.41000000000349,DOWN,2,-16.080000000001746,DOWN,3,-2.46000000000155,DOWN,True,True,True,True,23.41000000000349,$0-$25,True,False
KXBTC15M-26AUG252145-45,UP,2026-08-26 01:44:49.154849+00:00,0.1807525166666666,133.84000000001106,UP,1,133.84000000001106,UP,2,146.50500000000466,UP,3,150.27000000000407,UP,True,True,True,True,133.84000000001106,$100-$200,False,False
KXBTC15M-26AUG252200-00,DOWN,2026-08-26 01:59:47.915925+00:00,0.20140125,-38.88999999999942,DOWN,1,-38.88999999999942,DOWN,2,-48.08999999999651,DOWN,3,-57.79333333333003,DOWN,True,True,True,True,38.88999999999942,$25-$50,True,False
KXBTC15M-26AUG252215-15,DOWN,2026-08-26 02:14:24.049514+00:00,0.5991747666666666,13.55000000000291,UP,1,13.55000000000291,UP,2,-2.584999999999127,DOWN,2,-2.584999999999127,DOWN,False,False,True,True,13.55000000000291,$0-$25,True,True
KXBTC15M-26AUG252230-30,UP,2026-08-26 02:29:53.561740+00:00,0.1073043333333333,431.5500000000029,UP,2,440.25,UP,2,440.25,UP,3,427.4833333333324,UP,True,True,True,True,431.5500000000029,$200-$500,False,False
