feature_set,model,gate,threshold,calls,accuracy,coverage,avg_ask,median_ask,pct_20_40,avg_time,median_time
FULL,LOGISTIC,BRTI_SAFE_LAG,0.9,3,33.33333333333333,20.0,45.33333333333333,46.0,0.0,8.715529727777778,9.531370283333333
FULL,RF,OPEN,0.6,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.75300926111111,9.86469755
FULL,RF,OPEN,0.65,3,100.0,20.0,44.66666666666667,46.0,33.33333333333333,9.030872811111111,9.4735987
FULL,RF,OPEN,0.7,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
FULL,RF,OPEN,0.75,1,100.0,6.666666666666667,46.0,46.0,0.0,9.615036183333332,9.615036183333332
FULL,RF,OPEN,0.8,0,,0.0,,,,,
FULL,RF,OPEN,0.85,0,,0.0,,,,,
FULL,RF,OPEN,0.9,0,,0.0,,,,,
FULL,RF,BRTI,0.6,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.75300926111111,9.86469755
FULL,RF,BRTI,0.65,3,100.0,20.0,44.66666666666667,46.0,33.33333333333333,9.030872811111111,9.4735987
FULL,RF,BRTI,0.7,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
FULL,RF,BRTI,0.75,1,100.0,6.666666666666667,46.0,46.0,0.0,9.615036183333332,9.615036183333332
FULL,RF,BRTI,0.8,0,,0.0,,,,,
FULL,RF,BRTI,0.85,0,,0.0,,,,,
FULL,RF,BRTI,0.9,0,,0.0,,,,,
FULL,RF,BRTI_SAFE,0.6,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.75300926111111,9.86469755
FULL,RF,BRTI_SAFE,0.65,3,100.0,20.0,44.66666666666667,46.0,33.33333333333333,9.030872811111111,9.4735987
FULL,RF,BRTI_SAFE,0.7,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
FULL,RF,BRTI_SAFE,0.75,1,100.0,6.666666666666667,46.0,46.0,0.0,9.615036183333332,9.615036183333332
FULL,RF,BRTI_SAFE,0.8,0,,0.0,,,,,
FULL,RF,BRTI_SAFE,0.85,0,,0.0,,,,,
FULL,RF,BRTI_SAFE,0.9,0,,0.0,,,,,
FULL,RF,BRTI_SAFE_LAG,0.6,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.75300926111111,9.86469755
FULL,RF,BRTI_SAFE_LAG,0.65,3,100.0,20.0,44.66666666666667,46.0,33.33333333333333,9.030872811111111,9.4735987
FULL,RF,BRTI_SAFE_LAG,0.7,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
FULL,RF,BRTI_SAFE_LAG,0.75,1,100.0,6.666666666666667,46.0,46.0,0.0,9.615036183333332,9.615036183333332
FULL,RF,BRTI_SAFE_LAG,0.8,0,,0.0,,,,,
